subj	rel	obj
campeche	structural-noun-compound	campeche
new jersey	structural-noun-compound	jersey
incandescent light bulb	structural-noun-compound	light
warm front	structural-noun	front
animal find shelter	structural-agent	animal
recycle plant	instrument	compost pile
cool gas	structural-verb	cool
work	similar to	distance
product	has subcomponent	material
animal disappear	structural-agent	animal
electric device function	structural-verb	function
metamorphosed rock	structural-noun	rock
reflective surface	structural-noun	surface
depending	derivational morphology	depend
survive	has positive impact on	compete
fruit trees	derivational morphology	fruit tree
disperse seed	instrument	animal bury seed
inner mongolia autonomous region	structural-noun-compound	autonomous
observe	derivational morphology	observation
conduct	instrument	water
pitcairn islands (united kingdom)	at location	southern hemisphere
size increase	structural-verb	increase
test	patient	streak
replace natural resource	instrument	plant tree
floating	derivational morphology	float
ice	at location	arctic
conserve	patient	water
long ago	structural-adjective	long
tube-like body	at location	soil
flexible container expand	structural-agent	flexible container
bad weather	has property	dangerous
driving	derivational morphology	drive
region	has property	autonomous
seeing	derivational morphology	see
monarch butterfly	structural-noun-compound	butterfly
gansu	structural-noun-compound	gansu
guizhou	structural-noun-compound	guizhou
observe planet	instrument	telescope
sprout	agent	plant
material	has property	rub
moon's surface	at location	moon
avoid predator	instrument	hide
conducting	derivational morphology	conduct
eating	derivational morphology	eat
scaled animal	structural-adjective	scaled
deep water	structural-adjective	deep
sunlight refract	structural-verb	refract
spray	goal	surface
test water	structural-patient	water
travel	agent	light
extinct animal	structural-adjective	extinct
night sky star	at location	night sky
destroy habitat	result	organism die
hurricane	causes	harm
republic of ireland	at location	northern hemisphere
rust forming	structural-noun-compound	rust
sound intensity	has property	high
river mouth	structural-noun-compound	mouth
heat building	instrument	burn natural gas
create	patient	picture
sussex	at location	england
eagle eat rabbit	structural-patient	rabbit
protect	patient	soil
sense	patient	light
day	has subcomponent	sun
digestion	has subcomponent	stomach acid break down food
show datum	structural-patient	datum
dwarf planet	structural-noun-compound	planet
feel heat	instrument	nerve
resources	derivational morphology	resources
national park limit	structural-agent	national park
cook	instrument	stove
unspecialized cell	causes	life function
food	has subcomponent	energy
form	agent	something
moon reflect sunlight	structural-patient	sunlight
sunlight	has subcomponent	ultraviolet light
eagle eat fish	structural-agent	eagle
bad weather	structural-noun	weather
protect	instrument	safety goggle
caterpillar	has property	old
human eat crop	structural-patient	crop
planet orbit star	structural-agent	planet
absorb energy	structural-patient	energy
coral	at location	ocean
look in container	structural-patient	container
help	derivational morphology	help
something form	structural-agent	something
summer	has subcomponent	many daylight
paper clip	structural-noun-compound	clip
consume	patient	food
safety measure	structural-noun-compound	safety
northwest territories	at location	canada
scrape	result	small object break off
unique seed	structural-noun	seed
kill	result	death
erode soil	instrument	water
equal force	structural-adjective	equal
fruit tree	structural-adjective	fruit
lanarkshire	at location	scotland
new jersey	at location	united states of america
use	patient	tool
rub material	source	streak plate
ability	has positive impact on	health
access small space	structural-verb	access
carbon monoxide	has negative impact on	human
money	has positive impact on	happiness
earth's tilt	structural-noun-compound	earth's
reduce	patient	source
sexual reproduction	has subcomponent	gamete development
protect	instrument	hard object
build nest	agent	bird
body	has subcomponent	nervous system
filter	derivational morphology	filter
separate liquid	structural-verb	separate
visual depiction	structural-noun	depiction
quick travel	has positive impact on	person
break down	result	small piece
night	has subcomponent	low visibility
complete metamorphosis	structural-adjective	complete
physical force	structural-adjective	physical
food preference	structural-noun-compound	preference
plant survive	instrument	water
bad health	structural-adjective	bad
brass	has subcomponent	copper
pennsylvania	at location	united states of america
fossil	at location	sedimentary rock
community	has subcomponent	organism
mouse	derivational morphology	mice
kill	patient	insect
carbon steel	structural-noun-compound	steel
oxfordshire	structural-noun-compound	oxfordshire
night	has subcomponent	low light
glass	has subcomponent	water
sprout	source	seed
mouse	at location	forest
beijing	structural-noun-compound	beijing
planet	at location	space
liquid carry	structural-verb	carry
deep valley	structural-adjective	deep
kit	has subcomponent	material
erode	result	wide river
tool	similar to	appliance
winter	causes	plant die
pollinating animal	structural-noun	animal
create diamond	structural-verb	create
earth year	structural-noun-compound	earth
tibet autonomous region	structural-noun-compound	region
hubei	structural-noun-compound	hubei
ferns	at location	river
decrease	patient	freezing point
move	instrument	potential energy
plant cell	structural-noun-compound	plant
fossil	causes	fossil fuel
tuna eat fish	structural-verb	eat
capture animal	structural-patient	animal
use tool	structural-verb	use
form rust	structural-verb	form
environment color	structural-noun-compound	color
sky conditions	structural-noun	conditions
water	at location	cactus stem
canada	at location	northern hemisphere
measure	patient	mass
car	has subcomponent	wheel
charles darwin study	patient	plant
prevent death	structural-verb	prevent
eagle eat lizard	has negative impact on	lizard
decrease visibility	structural-patient	visibility
human body	has subcomponent	cell
heal	instrument	nutrient
orbit	agent	earth
bad habitat	structural-adjective	bad
lost	derivational morphology	lose
plant tree	structural-verb	plant
rolling	derivational morphology	roll
star	at location	far from earth
single-cell organism	structural-adjective	single-cell
event occur	at location	specific place
process	has property	geological
crash	has negative impact on	car
circuit	has property	closed
remove	patient	tree
sound energy	has property	high
roll	derivational morphology	rolling
less height	structural-adjective	less
louis pasteur create	structural-verb	create
room	has subcomponent	floor
create	agent	louis pasteur
consumer	agent	avoid
determine type	structural-verb	determine
test streak	structural-verb	test
pecan tree	structural-noun-compound	pecan
predate	patient	prey
water animal	structural-noun-compound	water
electron leave atom	structural-patient	atom
anguilla (uk)	structural-noun-compound	uk
object	has property	tiny
pasteurize	patient	milk
explode	instrument	baking soda
produce nuclear energy	instrument	nuclear reaction
perform experiment	instrument	understand instruction
cement	agent	sediment
material	has property	weight
electric fan	has subcomponent	electric motor
structure	has property	natural
michigan	at location	united states of america
solid matter	has property	definite volume
mass	causes	gravity
protection	derivational morphology	protect
bike move	structural-verb	move
animal body	has subcomponent	artery
replant	patient	plant
cut down forest	instrument	cut down tree
drink	agent	kangaroo
write	has subcomponent	literacy
carry	patient	oxygen
cumbria (cumberland)	structural-noun-compound	cumbria
affecting	derivational morphology	affect
land animal	structural-adjective	land
hide	beneficiary	prey
chemical property	structural-adjective	chemical
hunan	at location	people's republic of china
determine direction	structural-verb	determine
many light	structural-noun	light
eat prey	structural-verb	eat
material	has property	nonrecyclable
beak	has property	sharp
star move	structural-verb	move
edible plants	structural-adjective	edible
remove	patient	nutrient
thermal gloves	derivational morphology	thermal glove
