subj	rel	obj
parent	has subcomponent	dna
fire	causes	light
buteshire	at location	scotland
animal	at location	shelter
overload outlet	has property	dangerous
greatest	synonym	highest
control pollution	structural-patient	pollution
closed circuit	structural-noun	circuit
pot	has subcomponent	metal
eat food	structural-verb	eat
apart	synonym	away
tag	kind of	tool
animal	has subcomponent	lung
change physical property	structural-verb	change
insect eat crop	has negative impact on	crop
heal bone	structural-verb	heal
plate tectonic	kind of	process
hill	has property	tall
build housing development	structural-patient	housing development
intensive property	structural-adjective	intensive
shropshire	at location	england
pollution	has negative impact on	air quality
offspring	has subcomponent	gene
shanghai municipality	structural-noun-compound	shanghai
height	kind of	measure
predator eat	structural-agent	predator
baby frog	structural-noun	frog
earth's plate	structural-noun-compound	plate
arctic environment	structural-adjective	arctic
western hemisphere	structural-noun	hemisphere
pluto	has property	orbit
flip switch	structural-patient	switch
warm-blooded animal	structural-adjective	warm-blooded
plant	has property	young
heat transfer	structural-agent	heat
rotting flesh	structural-adjective	rotting
southern winter solstice	structural-noun	winter solstice
berwickshire	instance of	county
sunlight	kind of	light energy
telephone	has positive impact on	human
transport material	structural-patient	material
regular path	structural-adjective	regular
shanghai	structural-noun-compound	shanghai
study microorganism	structural-patient	microorganism
charles darwin	structural-noun-compound	charle
low population	structural-adjective	low
apple tree	kind of	plant
tree trunk	structural-noun-compound	trunk
bunting	kind of	bird
hong kong	structural-noun-compound	kong
water vapour	structural-noun-compound	water
transport nutrient	structural-verb	transport
new moon	structural-adjective	new
natural geological process	structural-adjective	geological
guadeloupe (france)	at location	northern hemisphere
human quality	structural-adjective	human
digestive system	has subcomponent	stomach
generally	synonym	usually
smaller height	structural-noun	height
improve telescope	structural-verb	improve
resemble	synonym	look like
real	antonym	fake
long lasting object	structural-adjective	lasting
rabbit eat plant	has negative impact on	plant
grand canyon	kind of	canyon
less bright	structural-noun	bright
formation	has property	natural
contact object	structural-patient	object
harm organism	structural-patient	organism
quick shower	has positive impact on	water
drop	causes	vibration
limit	synonym	decrease
eastern hemisphere	structural-noun	hemisphere
christmas island (australia)	structural-noun-compound	australia
touch sensation	structural-adjective	touch
electromagnet	kind of	electric magnet
simple machine	structural-adjective	simple
plain	kind of	landform
air move	structural-agent	air
good smell	structural-adjective	good
carpool	kind of	activity
object	has property	white
good bacterium	structural-noun	bacterium
sharp sense	synonym	enhanced sense
monmouthshire	at location	wales
tree	has subcomponent	root
other animal	structural-noun	animal
different soil	structural-noun	soil
absorb	causes	remove
wetland	kind of	habitat
contain water	structural-verb	contain
low altitude	structural-noun	altitude
grass	has property	green
eat animal	structural-patient	animal
oxygen melting point	structural-noun-compound	melting
bee eat pollen	has negative impact on	pollen
humidity	kind of	measure
new mexico	instance of	state
substance	has property	pure
build housing development	structural-verb	build
soft	kind of	hardness
life	at location	earth
keep warm	antonym	become cold
metamorphoze	derivational morphology	metamorphosis
tiger	kind of	animal
water flow	structural-verb	flow
solid particles	structural-noun	particles
measure wind speed	structural-verb	measure
control	kind of	function
washington, d.c.	at location	united states of america
disperse seed	structural-verb	disperse
food source	has positive impact on	population
animals	causes	mechanical energy
gaseous matter	instance of	matter
cool object	structural-noun	object
small width	structural-adjective	small
trinidad and tobago	structural-noun-compound	tobago
root grow	structural-verb	grow
non-contact forces	derivational morphology	non-contact force
swimming pool	structural-noun-compound	swimming
animal	has subcomponent	sense
organism group	synonym	species
tinted lens	kind of	lens
soil layer	structural-noun-compound	soil
moving object	has property	mechanical energy
electric car	structural-noun	car
show change	structural-verb	show
vinegar water	kind of	solution
flexibility	has property	high
condense	at location	air
break body part	structural-verb	break
variable	has property	independent
natural disaster	structural-adjective	natural
place	has property	cold
higher size	structural-adjective	higher
acid rain	has negative impact on	water
montana	at location	united states of america
cold	causes	shiver
tuna eat fish	has positive impact on	tuna
prey	has positive impact on	predator
waning crescent	structural-noun-compound	crescent
zhejiang	at location	people's republic of china
behavioral adaptation	structural-noun	adaptation
muscular system	has subcomponent	muscle
increase	antonym	decrease
rod	has property	cylindrical
increase daylight	causes	late sunset
light ray	structural-noun-compound	light
food variety	has positive impact on	person
mineral	has property	small
describe size	structural-patient	size
positive impact	structural-noun	impact
soil	kind of	resource
ocean become forest	structural-patient	forest
pumice	kind of	igneous rock
gases	derivational morphology	gas
little	synonym	low amount
climate	has property	warm
electrical component	structural-noun	component
lowest	synonym	least amount
object	has property	strength
french southern and antarctic lands (france)	structural-noun-compound	french
use raw material	structural-verb	use
temperature	has property	higher
charles darwin study	structural-agent	charles darwin
aquatic animal	synonym	water animal
cut	kind of	wound
competition	has negative impact on	ability
pedal	derivational morphology	pedal
carbon dioxide	has property	colorless
oil and water	kind of	suspension
chipmunk	kind of	mammal
high	synonym	great altitude
power station	structural-noun-compound	station
adult amphibian	at location	land
fewer plant	structural-quantifier	fewer
compost pile	has subcomponent	microorganism
plant transport nutrient	structural-patient	nutrient
change appearance	structural-verb	change
sea bottom	has subcomponent	mud
water tower	structural-noun-compound	water
sugar	causes	sweet
land feature	instance of	feature
autonomous region	structural-noun	region
greater value	structural-adjective	greater
soft material	structural-adjective	soft
water decrease	at location	environment
fault line	structural-noun-compound	line
heavy object	structural-noun	object
physicist study	structural-agent	physicist
rainwater	kind of	water
flintshire	at location	wales
time period	structural-noun-compound	period
tibet autonomous region	instance of	autonomous region
intensive properties	structural-adjective	intensive
sugar dissolve	structural-verb	dissolve
guitar string	structural-noun-compound	string
32f	kind of	fahrenheit
prevailing westerlies	kind of	air
french polynesia (france)	structural-noun-compound	french
south pole	structural-noun-compound	south
tree number decrease	structural-verb	decrease
move down	structural-patient	down
large land mass	structural-noun	land mass
group material	structural-patient	material
make object	structural-patient	object
coloration	kind of	adaptation
gasoline engine	kind of	engine
water body	structural-noun-compound	water
soup	kind of	liquid
less illness	structural-quantifier	less
control insect	structural-patient	insect
decrease temperature	structural-verb	decrease
natural magnetism	structural-adjective	natural
shanghai municipality	structural-noun-compound	municipality
pot	kind of	object
food source	has positive impact on	animal
big amount	structural-noun	amount
small intestine	structural-noun-compound	intestine
lay egg	structural-verb	lay
nocturnal predator	structural-adjective	nocturnal
source	causes	object
living thing grow	structural-verb	grow
