subj	rel	obj	id	flag
control|v	patient	robot|n	df77-f13b-3062-2718	2
animal move|av	structural-agent	animal|n	df9f-982c-aa68-428a	2
animal move|av	structural-verb	move|v	df9f-982c-aa68-428a	2
find shelter|vp	structural-patient	shelter|n	df9f-982c-aa68-428a	2
find shelter|vp	structural-verb	find|v	df9f-982c-aa68-428a	2
find|v	patient	shelter|n	df9f-982c-aa68-428a	2
move|v	agent	animal|n	df9f-982c-aa68-428a	2
animal|n	has property	aquatic|j	dfda-0bf5-6a91-6d09	0
animal|n	has property	water|j	dfda-0bf5-6a91-6d09	0
aquatic animal|jn	structural-adjective	aquatic|j	dfda-0bf5-6a91-6d09	0
aquatic animal|jn	structural-noun	animal|n	dfda-0bf5-6a91-6d09	0
water animal|ns	structural-noun	animal|n	dfda-0bf5-6a91-6d09	0
water animal|ns	structural-noun-compound	water|n	dfda-0bf5-6a91-6d09	0
solar energy|jn	structural-adjective	solar|j	e00a-03fe-d978-1a27	0
solar energy|jn	structural-noun	energy|n	e00a-03fe-d978-1a27	0
dead leaf fall|av	structural-agent	dead leaf|jn	e03e-ee31-4d99-c0fe	2
dead leaf fall|av	structural-verb	fall|v	e03e-ee31-4d99-c0fe	2
dead leaf|jn	structural-adjective	dead|j	e03e-ee31-4d99-c0fe	0
dead leaf|jn	structural-noun	leaf|n	e03e-ee31-4d99-c0fe	0
fall|v	agent	dead leaf|jn	e03e-ee31-4d99-c0fe	2
leaf|n	has property	dead|j	e03e-ee31-4d99-c0fe	0
move bone|vp	structural-patient	bone|n	e044-428c-b438-7117	2
move bone|vp	structural-verb	move|v	e044-428c-b438-7117	2
move|v	patient	bone|n	e044-428c-b438-7117	2
pull bone|vp	structural-patient	bone|n	e044-428c-b438-7117	2
pull bone|vp	structural-verb	pull|v	e044-428c-b438-7117	2
pull|v	patient	bone|n	e044-428c-b438-7117	2
push bone|vp	structural-patient	bone|n	e044-428c-b438-7117	2
push bone|vp	structural-verb	push|v	e044-428c-b438-7117	2
push|v	patient	bone|n	e044-428c-b438-7117	2
birth|v	agent	mammal|n	e060-5559-9564-4cf4	2
give birth|v	agent	mammal|n	e060-5559-9564-4cf4	2
live young|jn	structural-adjective	live|j	e060-5559-9564-4cf4	0
live young|jn	structural-noun	young|n	e060-5559-9564-4cf4	0
mammal birth|av	structural-agent	mammal|n	e060-5559-9564-4cf4	2
mammal birth|av	structural-verb	birth|v	e060-5559-9564-4cf4	2
mammal give birth|av	structural-agent	mammal|n	e060-5559-9564-4cf4	2
mammal give birth|av	structural-verb	give birth|v	e060-5559-9564-4cf4	2
young|n	has property	live|j	e060-5559-9564-4cf4	0
sea mammal|ns	structural-noun-compound	mammal|n	e069-66e7-52de-03e7	0
sea mammal|ns	structural-noun-compound	sea|n	e069-66e7-52de-03e7	0
component|n	has property	electrical|j	e112-616e-e25b-4a79	0
electrical component|jn	structural-adjective	electrical|j	e112-616e-e25b-4a79	0
electrical component|jn	structural-noun	component|n	e112-616e-e25b-4a79	0
microscopic thing|jn	structural-adjective	microscopic|j	e15b-3e85-4d7a-42ea	0
microscopic thing|jn	structural-noun	thing|n	e15b-3e85-4d7a-42ea	0
see microscopic thing|vp	structural-patient	microscopic thing|jn	e15b-3e85-4d7a-42ea	2
see microscopic thing|vp	structural-verb	see|v	e15b-3e85-4d7a-42ea	2
see small thing|vp	structural-patient	small thing|jn	e15b-3e85-4d7a-42ea	2
see small thing|vp	structural-verb	see|v	e15b-3e85-4d7a-42ea	2
see specimen|vp	structural-patient	specimen|n	e15b-3e85-4d7a-42ea	2
see specimen|vp	structural-verb	see|v	e15b-3e85-4d7a-42ea	2
see|v	patient	microscopic thing|jn	e15b-3e85-4d7a-42ea	2
see|v	patient	small thing|jn	e15b-3e85-4d7a-42ea	2
see|v	patient	specimen|n	e15b-3e85-4d7a-42ea	2
small thing|jn	structural-adjective	small|j	e15b-3e85-4d7a-42ea	0
small thing|jn	structural-noun	thing|n	e15b-3e85-4d7a-42ea	0
thing|n	has property	microscopic|j	e15b-3e85-4d7a-42ea	0
thing|n	has property	small|j	e15b-3e85-4d7a-42ea	0
glacial environment|ns	structural-noun-compound	environment|n	e170-b8a2-8292-67af	0
glacial environment|ns	structural-noun-compound	glacial|n	e170-b8a2-8292-67af	0
glacier melt|av	structural-agent	glacier|n	e170-b8a2-8292-67af	2
glacier melt|av	structural-verb	melt|v	e170-b8a2-8292-67af	2
melt|v	agent	glacier|n	e170-b8a2-8292-67af	2
great height|jn	structural-adjective	great|j	e189-7b50-e22f-29e3	0
great height|jn	structural-noun	height|n	e189-7b50-e22f-29e3	0
height|n	has property	great|j	e189-7b50-e22f-29e3	0
instrument|n	has property	musical|j	e199-cb9e-c3be-c3de	0
musical instrument|jn	structural-adjective	musical|j	e199-cb9e-c3be-c3de	0
musical instrument|jn	structural-noun	instrument|n	e199-cb9e-c3be-c3de	0
little pollutant|qn	structural-noun	pollutant|n	e1ae-b51c-1770-3db1	0
little pollutant|qn	structural-quantifier	little|q	e1ae-b51c-1770-3db1	0
have offspring|vp	structural-patient	offspring|n	e1b9-baf2-f4bd-c847	2
have offspring|vp	structural-verb	have|v	e1b9-baf2-f4bd-c847	2
have|v	patient	offspring|n	e1b9-baf2-f4bd-c847	2
lay egg|vp	structural-patient	egg|n	e1b9-baf2-f4bd-c847	2
lay egg|vp	structural-verb	lay|v	e1b9-baf2-f4bd-c847	2
lay|v	patient	egg|n	e1b9-baf2-f4bd-c847	2
change|v	agent	leaf|n	e1be-4636-b374-a6c2	2
change|v	agent	season|n	e1be-4636-b374-a6c2	2
change|v	patient	colour|n	e1be-4636-b374-a6c2	2
leaf change colour|avp	structural-agent	leaf|n	e1be-4636-b374-a6c2	2
leaf change colour|avp	structural-patient	colour|n	e1be-4636-b374-a6c2	2
leaf change colour|avp	structural-verb	change|v	e1be-4636-b374-a6c2	2
season change|av	structural-agent	season|n	e1be-4636-b374-a6c2	2
season change|av	structural-verb	change|v	e1be-4636-b374-a6c2	2
altitude|n	has property	low|j	e1cc-1d09-9103-7301	0
elevation|n	has property	low|j	e1cc-1d09-9103-7301	0
height|n	has property	low|j	e1cc-1d09-9103-7301	0
low altitude|jn	structural-adjective	low|j	e1cc-1d09-9103-7301	0
low altitude|jn	structural-noun	altitude|n	e1cc-1d09-9103-7301	0
low elevation|jn	structural-adjective	low|j	e1cc-1d09-9103-7301	0
low elevation|jn	structural-noun	elevation|n	e1cc-1d09-9103-7301	0
low height|jn	structural-adjective	low|j	e1cc-1d09-9103-7301	0
low height|jn	structural-noun	height|n	e1cc-1d09-9103-7301	0
eat animal|vp	structural-patient	animal|n	e1e4-0797-e545-e336	2
eat animal|vp	structural-verb	eat|v	e1e4-0797-e545-e336	2
eat|v	patient	animal|n	e1e4-0797-e545-e336	2
complete circuit|vp	structural-patient	circuit|n	e215-a276-5a10-38a1	2
complete circuit|vp	structural-verb	complete|v	e215-a276-5a10-38a1	2
complete|v	patient	circuit|n	e215-a276-5a10-38a1	2
electric current flow|av	structural-agent	electric current|ns	e215-a276-5a10-38a1	2
electric current flow|av	structural-verb	flow|v	e215-a276-5a10-38a1	2
electric current|ns	structural-noun-compound	current|n	e215-a276-5a10-38a1	0
electric current|ns	structural-noun-compound	electric|n	e215-a276-5a10-38a1	0
electricity flow|av	structural-agent	electricity|n	e215-a276-5a10-38a1	2
electricity flow|av	structural-verb	flow|v	e215-a276-5a10-38a1	2
flow|v	agent	electric current|ns	e215-a276-5a10-38a1	2
flow|v	agent	electricity|n	e215-a276-5a10-38a1	2
harm eye|vp	structural-patient	eye|n	e216-7a5d-1433-b719	2
harm eye|vp	structural-verb	harm|v	e216-7a5d-1433-b719	2
harm|v	patient	eye|n	e216-7a5d-1433-b719	2
low pressure system|ns	structural-noun-compound	low|n	e228-46ac-0cee-0559	0
low pressure system|ns	structural-noun-compound	pressure|n	e228-46ac-0cee-0559	0
low pressure system|ns	structural-noun-compound	system|n	e228-46ac-0cee-0559	0
become|v	agent	prehistoric living thing|jn	e239-f208-23e0-a9cb	2
become|v	patient	natural gas|jn	e239-f208-23e0-a9cb	2
heat energy|ns	structural-noun-compound	energy|n	e239-f208-23e0-a9cb	0
heat energy|ns	structural-noun-compound	heat|n	e239-f208-23e0-a9cb	0
living thing|jn	has property	prehistoric|j	e239-f208-23e0-a9cb	0
living thing|jn	structural-adjective	living|j	e239-f208-23e0-a9cb	0
living thing|jn	structural-noun	thing|n	e239-f208-23e0-a9cb	0
natural gas|jn	structural-adjective	natural|j	e239-f208-23e0-a9cb	0
natural gas|jn	structural-noun	gas|n	e239-f208-23e0-a9cb	0
prehistoric living thing become natural gas|avp	structural-agent	prehistoric living thing|jn	e239-f208-23e0-a9cb	2
prehistoric living thing become natural gas|avp	structural-patient	natural gas|jn	e239-f208-23e0-a9cb	2
prehistoric living thing become natural gas|avp	structural-verb	become|v	e239-f208-23e0-a9cb	2
prehistoric living thing|jn	structural-adjective	prehistoric|j	e239-f208-23e0-a9cb	0
prehistoric living thing|jn	structural-noun	living thing|jn	e239-f208-23e0-a9cb	0
make product|vp	structural-patient	product|n	e25b-edcb-7b09-f967	2
make product|vp	structural-verb	make|v	e25b-edcb-7b09-f967	2
make|v	patient	product|n	e25b-edcb-7b09-f967	2
catch fire|vp	structural-patient	fire|n	e286-2d36-370a-0d17	2
catch fire|vp	structural-verb	catch|v	e286-2d36-370a-0d17	2
catch|v	patient	fire|n	e286-2d36-370a-0d17	2
least length|jn	structural-adjective	least|j	e288-5cf7-f60d-4e8d	0
least length|jn	structural-noun	length|n	e288-5cf7-f60d-4e8d	0
length|n	has property	least|j	e288-5cf7-f60d-4e8d	0
length|n	has property	smallest|j	e288-5cf7-f60d-4e8d	0
smallest length|jn	structural-adjective	smallest|j	e288-5cf7-f60d-4e8d	0
smallest length|jn	structural-noun	length|n	e288-5cf7-f60d-4e8d	0
increase strength|vp	structural-patient	strength|n	e28b-b306-768c-9265	2
increase strength|vp	structural-verb	increase|v	e28b-b306-768c-9265	2
increase|v	patient	strength|n	e28b-b306-768c-9265	2
baked product|jn	structural-adjective	baked|j	e2a9-870f-4d89-e4b8	0
baked product|jn	structural-noun	product|n	e2a9-870f-4d89-e4b8	0
product|n	has property	baked|j	e2a9-870f-4d89-e4b8	0
lay egg|vp	structural-patient	egg|n	e2c1-2bf2-b9f6-97b9	2
lay egg|vp	structural-verb	lay|v	e2c1-2bf2-b9f6-97b9	2
lay|v	patient	egg|n	e2c1-2bf2-b9f6-97b9	2
body|n	has property	celestial|j	e2ec-1655-c1fd-cb58	0
celestial body|jn	structural-adjective	celestial|j	e2ec-1655-c1fd-cb58	0
celestial body|jn	structural-noun	body|n	e2ec-1655-c1fd-cb58	0
celestial object|jn	structural-adjective	celestial|j	e2ec-1655-c1fd-cb58	0
celestial object|jn	structural-noun	object|n	e2ec-1655-c1fd-cb58	0
object|n	has property	celestial|j	e2ec-1655-c1fd-cb58	0
physicist study|av	structural-agent	physicist|n	e303-f8e1-4293-664d	2
physicist study|av	structural-verb	study|v	e303-f8e1-4293-664d	2
study|v	agent	physicist|n	e303-f8e1-4293-664d	2
United States of America|ns	structural-noun-compound	America|n	e30b-6621-73f9-b0a3	0
United States of America|ns	structural-noun-compound	State|n	e30b-6621-73f9-b0a3	0
United States of America|ns	structural-noun-compound	United|n	e30b-6621-73f9-b0a3	0
United States of America|ns	structural-noun-compound	of|n	e30b-6621-73f9-b0a3	0
celestial body move|av	structural-agent	celestial body|jn	e30e-09e8-1ee7-fdf6	2
celestial body move|av	structural-verb	move|v	e30e-09e8-1ee7-fdf6	2
celestial body|jn	structural-adjective	celestial|j	e30e-09e8-1ee7-fdf6	0
celestial body|jn	structural-noun	body|n	e30e-09e8-1ee7-fdf6	0
move|v	agent	celestial body|jn	e30e-09e8-1ee7-fdf6	2
round rock|vp	structural-patient	rock|n	e357-f8b5-992c-2d25	2
round rock|vp	structural-verb	round|v	e357-f8b5-992c-2d25	2
round|v	patient	rock|n	e357-f8b5-992c-2d25	2
smooth rock|vp	structural-patient	rock|n	e357-f8b5-992c-2d25	2
smooth rock|vp	structural-verb	smooth|v	e357-f8b5-992c-2d25	2
smooth|v	patient	rock|n	e357-f8b5-992c-2d25	2
orbit|v	agent	planet|n	e35c-e251-2993-ac25	2
orbit|v	patient	star|n	e35c-e251-2993-ac25	2
planet orbit star|avp	structural-agent	planet|n	e35c-e251-2993-ac25	2
planet orbit star|avp	structural-patient	star|n	e35c-e251-2993-ac25	2
planet orbit star|avp	structural-verb	orbit|v	e35c-e251-2993-ac25	2
dam river|vp	structural-patient	river|n	e361-414d-74d6-ee0e	2
dam river|vp	structural-verb	dam|v	e361-414d-74d6-ee0e	2
dam|v	patient	river|n	e361-414d-74d6-ee0e	2
People's Republic of China|ns	structural-noun-compound	China|n	e3c3-1460-4bd1-55f5	0
People's Republic of China|ns	structural-noun-compound	People'|n	e3c3-1460-4bd1-55f5	0
People's Republic of China|ns	structural-noun-compound	Republic|n	e3c3-1460-4bd1-55f5	0
People's Republic of China|ns	structural-noun-compound	of|n	e3c3-1460-4bd1-55f5	0
distance|n	has property	great|j	e3f2-57ec-2aec-341a	0
great distance|jn	structural-adjective	great|j	e3f2-57ec-2aec-341a	0
great distance|jn	structural-noun	distance|n	e3f2-57ec-2aec-341a	0
change|n	has property	environmental|j	e3f8-1683-0562-bee2	0
environmental change|jn	structural-adjective	environmental|j	e3f8-1683-0562-bee2	0
environmental change|jn	structural-noun	change|n	e3f8-1683-0562-bee2	0
seasonal change|jn	structural-adjective	seasonal|j	e3f8-1683-0562-bee2	0
seasonal change|jn	structural-noun	change|n	e3f8-1683-0562-bee2	0
transport food|vp	structural-patient	food|n	e448-3228-b949-a107	2
transport food|vp	structural-verb	transport|v	e448-3228-b949-a107	2
transport water|vp	structural-patient	water|n	e448-3228-b949-a107	2
transport water|vp	structural-verb	transport|v	e448-3228-b949-a107	2
transport|v	patient	food|n	e448-3228-b949-a107	2
transport|v	patient	water|n	e448-3228-b949-a107	2
carbohydrate|n	has property	complex|j	e469-a11a-36a0-3e09	0
complex carbohydrate|jn	structural-adjective	complex|j	e469-a11a-36a0-3e09	0
complex carbohydrate|jn	structural-noun	carbohydrate|n	e469-a11a-36a0-3e09	0
attract pollinator|vp	structural-patient	pollinator|n	e470-cbe8-086a-5af9	2
attract pollinator|vp	structural-verb	attract|v	e470-cbe8-086a-5af9	2
attract|v	patient	pollinator|n	e470-cbe8-086a-5af9	2
water vapour|ns	structural-noun-compound	vapour|n	e474-2a11-6e7b-ae8b	0
water vapour|ns	structural-noun-compound	water|n	e474-2a11-6e7b-ae8b	0
sense light|vp	structural-patient	light|n	e47e-e5e2-c6d2-61ed	2
sense light|vp	structural-verb	sense|v	e47e-e5e2-c6d2-61ed	2
sense|v	patient	light|n	e47e-e5e2-c6d2-61ed	2
sand dune|ns	structural-noun-compound	dune|n	e481-01da-0d36-2db3	0
sand dune|ns	structural-noun-compound	sand|n	e481-01da-0d36-2db3	0
plate tectonic|ns	structural-noun-compound	plate|n	e490-5554-4225-68e2	0
plate tectonic|ns	structural-noun-compound	tectonic|n	e490-5554-4225-68e2	0
sensation|n	has property	touch|j	e4a3-6678-a530-3b3e	0
touch sensation|jn	structural-adjective	touch|j	e4a3-6678-a530-3b3e	0
touch sensation|jn	structural-noun	sensation|n	e4a3-6678-a530-3b3e	0
escape predator|vp	structural-patient	predator|n	e4af-0fe7-8fbf-a009	2
escape predator|vp	structural-verb	escape|v	e4af-0fe7-8fbf-a009	2
escape|v	patient	predator|n	e4af-0fe7-8fbf-a009	2
green plant|jn	structural-adjective	green|j	e4b0-75b1-e5ea-4189	0
green plant|jn	structural-noun	plant|n	e4b0-75b1-e5ea-4189	0
plant|n	has property	green|j	e4b0-75b1-e5ea-4189	0
greater width|jn	structural-adjective	greater|j	e4bc-1333-59ab-707a	0
greater width|jn	structural-noun	width|n	e4bc-1333-59ab-707a	0
width|n	has property	greater|j	e4bc-1333-59ab-707a	0
change physical property|vp	structural-patient	physical property|jn	e555-8a18-84d7-15d1	2
change physical property|vp	structural-verb	change|v	e555-8a18-84d7-15d1	2
change|v	patient	physical property|jn	e555-8a18-84d7-15d1	2
physical change|jn	structural-adjective	physical|j	e555-8a18-84d7-15d1	0
physical change|jn	structural-noun	change|n	e555-8a18-84d7-15d1	0
physical property|jn	structural-adjective	physical|j	e555-8a18-84d7-15d1	0
physical property|jn	structural-noun	property|n	e555-8a18-84d7-15d1	0
property|n	has property	physical|j	e555-8a18-84d7-15d1	0
set|v	agent	sun|n	e565-87e6-6f00-1598	2
sun set|av	structural-agent	sun|n	e565-87e6-6f00-1598	2
sun set|av	structural-verb	set|v	e565-87e6-6f00-1598	2
circulatory system|ns	structural-noun-compound	circulatory|n	e576-3be7-5e76-3b07	0
circulatory system|ns	structural-noun-compound	system|n	e576-3be7-5e76-3b07	0
device|n	has property	electrical|j	e58b-3217-6a20-dde2	0
electrical device|jn	structural-adjective	electrical|j	e58b-3217-6a20-dde2	0
electrical device|jn	structural-noun	device|n	e58b-3217-6a20-dde2	0
living thing|jn	structural-adjective	living|j	e58b-6fd8-4321-1a69	0
living thing|jn	structural-noun	thing|n	e58b-6fd8-4321-1a69	0
human wear|av	structural-agent	human|n	e58f-43aa-6175-9492	2
human wear|av	structural-verb	wear|v	e58f-43aa-6175-9492	2
wear|v	agent	human|n	e58f-43aa-6175-9492	2
horned lizard|ns	structural-noun-compound	horned|n	e59c-b8d6-ebb0-b796	0
horned lizard|ns	structural-noun-compound	lizard|n	e59c-b8d6-ebb0-b796	0
air pressure|ns	structural-noun-compound	air|n	e59e-0e41-e397-6426	0
air pressure|ns	structural-noun-compound	pressure|n	e59e-0e41-e397-6426	0
low air pressure|qn	structural-noun	air pressure|ns	e59e-0e41-e397-6426	0
low air pressure|qn	structural-quantifier	low|q	e59e-0e41-e397-6426	0
object|n	has property	old|j	e62c-4993-16db-bb58	0
old object|jn	structural-adjective	old|j	e62c-4993-16db-bb58	0
old object|jn	structural-noun	object|n	e62c-4993-16db-bb58	0
study history|vp	structural-patient	history|n	e62c-4993-16db-bb58	2
study history|vp	structural-verb	study|v	e62c-4993-16db-bb58	2
study|v	patient	history|n	e62c-4993-16db-bb58	2
natural resource|jn	structural-adjective	natural|j	e65a-df84-fcd2-733c	0
natural resource|jn	structural-noun	resource|n	e65a-df84-fcd2-733c	0
resource|n	has property	natural|j	e65a-df84-fcd2-733c	0
United States of America|ns	structural-noun-compound	America|n	e660-269c-8499-0d37	0
United States of America|ns	structural-noun-compound	State|n	e660-269c-8499-0d37	0
United States of America|ns	structural-noun-compound	United|n	e660-269c-8499-0d37	0
United States of America|ns	structural-noun-compound	of|n	e660-269c-8499-0d37	0
earth orbit|av	structural-agent	earth|n	e682-f47d-cc9c-a67c	2
earth orbit|av	structural-verb	orbit|v	e682-f47d-cc9c-a67c	2
earth year|ns	structural-noun-compound	earth|n	e682-f47d-cc9c-a67c	0
earth year|ns	structural-noun-compound	year|n	e682-f47d-cc9c-a67c	0
orbit|v	agent	earth|n	e682-f47d-cc9c-a67c	2
solar year|ns	structural-noun-compound	solar|n	e682-f47d-cc9c-a67c	0
solar year|ns	structural-noun-compound	year|n	e682-f47d-cc9c-a67c	0
have effect|vp	structural-patient	effect|n	e6a3-b433-9d25-fd98	2
have effect|vp	structural-verb	have|v	e6a3-b433-9d25-fd98	2
have|v	patient	effect|n	e6a3-b433-9d25-fd98	2
change|v	agent	phase|n	e6a7-0f6f-8904-60da	2
phase change|av	structural-agent	phase|n	e6a7-0f6f-8904-60da	2
phase change|av	structural-verb	change|v	e6a7-0f6f-8904-60da	2
same mass|qn	structural-noun	mass|n	e6a7-0f6f-8904-60da	0
same mass|qn	structural-quantifier	same|q	e6a7-0f6f-8904-60da	0
disperse seed|vp	structural-patient	seed|n	e6a9-507a-d37b-db63	2
disperse seed|vp	structural-verb	disperse|v	e6a9-507a-d37b-db63	2
disperse|v	patient	seed|n	e6a9-507a-d37b-db63	2
reproduce|v	agent	tree|n	e6a9-507a-d37b-db63	2
tree reproduce|av	structural-agent	tree|n	e6a9-507a-d37b-db63	2
tree reproduce|av	structural-verb	reproduce|v	e6a9-507a-d37b-db63	2
increase visibility|vp	structural-patient	visibility|n	e6c0-2039-84cd-c6dd	2
increase visibility|vp	structural-verb	increase|v	e6c0-2039-84cd-c6dd	2
increase|v	patient	visibility|n	e6c0-2039-84cd-c6dd	2
windshield wiper|ns	structural-noun-compound	windshield|n	e6c0-2039-84cd-c6dd	0
windshield wiper|ns	structural-noun-compound	wiper|n	e6c0-2039-84cd-c6dd	0
create cocoon|vp	structural-patient	cocoon|n	e6ee-4811-a5db-94ee	2
create cocoon|vp	structural-verb	create|v	e6ee-4811-a5db-94ee	2
create|v	patient	cocoon|n	e6ee-4811-a5db-94ee	2
life cycle|ns	structural-noun-compound	cycle|n	e6ee-4811-a5db-94ee	0
life cycle|ns	structural-noun-compound	life|n	e6ee-4811-a5db-94ee	0
pupa stage|ns	structural-noun-compound	pupa|n	e6ee-4811-a5db-94ee	0
pupa stage|ns	structural-noun-compound	stage|n	e6ee-4811-a5db-94ee	0
old rock|jn	structural-adjective	old|j	e705-b72f-bb3e-a9a6	0
old rock|jn	structural-noun	rock|n	e705-b72f-bb3e-a9a6	0
rock|n	has property	old|j	e705-b72f-bb3e-a9a6	0
rock|n	has property	young|j	e705-b72f-bb3e-a9a6	0
young rock|jn	structural-adjective	young|j	e705-b72f-bb3e-a9a6	0
young rock|jn	structural-noun	rock|n	e705-b72f-bb3e-a9a6	0
moon phase|ns	structural-noun-compound	moon|n	e70b-e515-02a3-8958	0
moon phase|ns	structural-noun-compound	phase|n	e70b-e515-02a3-8958	0
moon revolve|av	structural-agent	moon|n	e70b-e515-02a3-8958	2
moon revolve|av	structural-verb	revolve|v	e70b-e515-02a3-8958	2
revolve|v	agent	moon|n	e70b-e515-02a3-8958	2
bright|n	has property	less|j	e70f-e13e-37af-1fda	0
less bright|jn	structural-adjective	less|j	e70f-e13e-37af-1fda	0
less bright|jn	structural-noun	bright|n	e70f-e13e-37af-1fda	0
life cycle|ns	structural-noun-compound	cycle|n	e76c-d8bc-9c51-ca6b	0
life cycle|ns	structural-noun-compound	life|n	e76c-d8bc-9c51-ca6b	0
